id,date,x,y,nn5,nn6,access_type,distance_to_road,terrain_type,area,volume,composition_construction,composition_natural,composition_communal,composition_communal_large,composition_dangerous,dangerous_waste_description,photo_id1,photo_id2,photo_id3,description,unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11
13213,2010-03-22 21:04:51,15.3256793368656,46.226185534765,Cesta iz Štor proti Vrhem,10998,4,10,3,300,10,30,,35,35,,,,,,,,127,,,,2010-03-17,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13213"">Občina</a>",9,62,
13214,2010-04-03 21:29:30,15.3752154454662,46.0397905335068,Trnovec,10687,1,5,1,50,5,20,20,10,30,20,<p>Nevarni odpadki: salonitke ob potoku</p>,,,,,,110,1887,,,2010-03-10,2002,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13214"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13214"">Občina</a>",8,59,
13215,2010-04-03 21:29:30,15.3648211161192,46.0347942927598,Podvrh,10687,3,200,3,20,5,30,20,20,30,,,,,,,,110,1887,,,2010-03-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13215"">Občina</a>",8,59,
13216,2010-04-03 21:58:45,15.0707663671278,46.194238771306,Pri Koritu,10723,1,0,2,100,10,,,100,,,,32369,,,<p>Po regionalni cesti Prebold - Trbovlje. Pri vstopu v serpentinasti del cestepri Koritu - vodnjak ob cesti. Smetišče je pod deponijo za hlodovino nasprotivodnjaka.</p>,,174,1865,,,2010-03-22,2008,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13216"">Občina</a>",9,61,
13217,2010-04-03 21:29:30,15.357050986832,46.0318314464042,Podvrh 2,10687,1,10,3,20,5,10,,10,80,,,,,,,,110,1887,,,2010-03-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13217"">Občina</a>",8,59,
13218,2010-04-03 21:58:45,15.0685893679339,46.1939071432156,Odcep Kregarjev graben,10723,1,0,2,50,5,,,80,20,,,32370,32371,,<p>Po regionalni cesti Prebold - Trbovlje. Rvi desni odcep za koritom -vodnjakom. Smetišče je neposredno za odcepom pod cesto.</p>,,174,1865,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13218"">Občina</a>",9,61,
13219,2010-03-23 07:03:29,15.0494829648404,46.1981047642221,Urankar,10723,1,0,1,10,5,,,,,100,<p>Eno motorno vozilo.</p>,32372,,,<p>Od gostilne Jager v Knezdolu proti Vrhem. Na katasterski meji Marija Reka -Miklavž je velika hiša (ledinsko ime Urankar). V kižišču zavijete desno. Takojza hišo je odcep gozdne ceste. Po cca. 100 metrih je motorno vozilo ob cesti.</p>,,174,,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13219"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13219"">Občina</a>",9,61,
13240,2010-04-03 21:03:52,14.9965980745173,45.8834849134914,Šahovec,10644,1,2,1,1,0.5,,,,100,,,,,,,,130,772,,,2010-03-23,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13240"">Občina</a>",7,53,
13220,2010-04-03 21:29:30,15.3553608226353,46.0118350748994,Lončarjev dol - Hrastina,10687,1,20,2,1000,200,10,10,20,30,30,"<p>Večje odlagališče, tudi nevarni odpadki ( motorna vozila, embalaža nevarnihsnovi, pnevmatike, akumulatorji...)</p>",,,,,,110,1887,,,2010-03-23,2002,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13220"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13220"">Občina</a>",8,59,
13221,2010-04-03 21:29:30,15.3727743735637,46.0089188138663,Čanje,10687,3,150,1,500,50,10,10,10,30,40,"<p>Večje odlagališče na privatnem zemljišču, tudi nevarni kot so: motornavozila, pnevmatike, akumulatorji, embalaže nevarnih snovi, pnevmatike...)</p>",,,,,,110,1887,,,2010-03-23,2002,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13221"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13221"">Občina</a>",8,59,
13222,2010-04-04 12:29:45,14.8890110367427,45.5839235656186,Vrh Štalcerparga,10865,1,10,1,500,2,,,100,,,,35589,,,,,48,752,,,2010-03-16,2009,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13222"">Občina</a>",6,45,
13223,2010-04-03 21:03:52,15.0091301999123,45.9236407594936,Račje Selo - Novoles,11069,2,50,1,2,2,,,100,,,"<p>Avtomobilski odbijači, mešani kovinski in plastični deli</p>",,,,,,130,768,,,2010-03-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13223"">Občina</a>",7,53,
13224,2010-03-23 07:12:35,15.0823622808658,46.2214165526137,Potočnik,10723,2,500,1,500,60,,,,,100,<p>Avto odpad.</p>,32373,32374,32375,"<p>V zgornjem Preboldu pri žagi druškovič, zavijete iz Reške ceste desno vdolino Male reke. Po cca. dveh kilometrih je kmetija Potočnik (Mraze). Avtoodpad je nad novejšo rumeno hišo. Dostop možen po vlaki, ki se iz glavne cesteodcepi levo in sicer 500 metrov za odcepom do hiše.</p>",,174,,,,2010-03-22,2000,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13224"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13224"">Občina</a>",9,61,
13225,2010-04-21 07:23:33,15.436810000543,46.2516105687459,M22-Ponikva,11053,1,1,1,1,0.5,,,,,100,<p>Traktorska pnevmatika.</p>,32376,,,,,120,,1,,2010-03-16,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13225"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13225"">Občina</a>",9,65,
13226,2010-04-03 21:03:52,15.0169307205773,45.9250347149934,Pikelj,11069,2,150,1,7,4,,,,100,,"<p>Posode, avtomobilski deli, plastika</p>",,,,,,130,768,,,2010-03-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13226"">Občina</a>",7,53,
13227,2010-04-03 21:29:30,15.3311346156301,46.016064100532,Sevnica - Gline jame,10687,1,10,2,100,20,10,10,20,40,20,,,,,,,110,1887,,,2010-03-23,2002,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13227"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13227"">Občina</a>",8,59,
13228,2010-03-23 07:15:25,15.0015124141683,46.3475095463963,Fidej-Gneč,10726,1,15,2,10,0.5,,,100,,,<p>Plastenke in folija.</p>,,,,,,79,1728,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13228"">Občina</a>",10,70,
13229,2010-03-23 07:16:09,15.4397213962621,46.2540287284367,M23-Ponikva SLP2,11053,1,20,3,150,30,30,20,20,30,,,32377,32378,32379,,,120,1908,,,2010-03-16,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13229"">Občina</a>",9,65,
13230,2010-04-03 21:29:30,15.335663232317,46.060543853422,Zabukovje Log,10687,1,20,2,20,5,,,,10,90,<p>Nevarni odpadki: Embalaža nevarnih snovi ( sodi)</p>,,,,,,110,1887,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13230"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13230"">Občina</a>",8,59,
13231,2010-04-03 21:19:10,14.8548289643398,46.0221807797335,Bogenšperk,10550,1,50,2,50,2,,,,100,,,,,,,,194,1916,,,2010-03-09,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13231"">Občina</a>",4,24,
13232,2010-03-23 07:26:06,15.0189098161565,45.9250164595807,Hudeje,11069,2,100,1,10,5,,,,,100,<p>Plastični avtomobilski in drugi deli</p>,,,,,,130,,,,2010-03-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13232"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13232"">Občina</a>",7,53,
13233,2010-03-23 07:27:01,14.8427202925943,46.0378921742758,Cerkovnik,10550,1,10,1,800,80,100,,,,,,,,,,,194,,,,2010-03-09,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13233"">Občina</a>",4,24,
13234,2010-04-04 19:48:00,14.2251858925966,45.9287594890207,Pod Kotlcam 0737,10911,1,10,3,1000,20,5,,10,80,5,<p>Osebno vozilo-1 m3.</p>,,,,<p>Uporaba vrvi in vitla.</p>,,64,1824,,,2010-03-23,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13234"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13234"">Občina</a>",4,26,
13235,2010-03-24 21:03:29,15.1870887180973,46.2224519370364,ZA BLOKIM,10714,3,30,3,10,2,,,50,50,,,33443,,,,,190,1943,,,2010-03-18,2007,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13235"">Občina</a>",9,61,
13236,2010-03-23 07:29:13,14.9855162278033,45.8898721866755,STRANJE,10644,1,2,1,40,1,70,,,30,,,,,,,,130,,,,2010-03-23,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13236"">Občina</a>",7,53,
13237,2010-03-23 07:30:34,14.8299007771784,46.0390071790829,Rakovnik,10550,1,10,1,800,80,100,,,,,,,,,,,194,,,,2010-03-09,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13237"">Občina</a>",4,24,
13238,2010-04-04 19:47:41,14.226670851164,45.9313789299773,Logaško polje 0737,10911,1,10,3,950,3,20,,30,30,20,"<p>Avtomobilske pnevmatike-0,5m3.</p>",,,,<p>Uporaba vrvi.</p>,,64,2114,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13238"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13238"">Občina</a>",4,26,
13239,2010-03-23 07:32:04,14.2777880162115,46.3523010366761,Brezje pri Tržiču,11083,1,5,3,20,2,50,,50,,,,,,,,,131,576,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13239"">Občina</a>",3,15,
13241,2010-04-03 21:03:52,15.0086292984009,45.8638697431447,Nad Vrbucem,10644,1,20,2,300,200,20,25,25,30,,,,,,,,130,772,,,2010-03-23,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13241"">Občina</a>",7,53,
13242,2010-03-23 07:35:22,14.2780021860282,46.3243034195008,Zvirče,11083,1,3,1,30,4,,,,100,,,,,,,,131,576,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13242"">Občina</a>",3,15,
13243,2010-03-23 07:36:04,14.922382571872,46.0458758923478,Bukovica,10551,1,20,1,15,5,,,,,100,<p>Motorna vozila</p>,,,,,,60,,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13243"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13243"">Občina</a>",4,24,
13244,2010-03-23 07:36:23,15.1634951119732,46.2707665455794,Bezgetal,10714,1,5,1,25,10,20,,70,10,,,,,,,,190,1943,,,2010-03-19,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13244"">Občina</a>",9,61,
13245,2010-04-03 21:03:52,14.9740841539306,45.8708665454123,Preska,10644,1,20,3,100,50,20,,,80,,,,,,,,130,772,,,2010-03-23,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13245"">Občina</a>",7,53,
13246,2010-04-03 21:03:52,14.9829516912839,45.8550502778982,KORITA,10644,1,5,3,100,30,,,,100,,,,,,,,130,772,,,2010-03-23,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13246"">Občina</a>",7,53,
13247,2010-03-23 07:38:41,14.1968102451275,45.956055381451,Gdabolska rida 07037,10911,1,0,1,150,1,,,30,70,,,,,,<p>Okna-steklo.</p>,,64,1824,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13247"">Občina</a>",4,26,
13248,2010-03-23 07:39:23,15.1623917785429,46.2705791494606,Za avtocesto Mehč,10714,1,2,1,25,10,70,,20,10,,,,,,,,190,1943,,,2010-03-19,2000,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13248"">Občina</a>",9,61,
13249,2010-03-23 07:39:33,14.2786226458729,46.3245232822932,Zvirče,11083,1,1,1,60,20,100,,,,,,,,,,,131,,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13249"">Občina</a>",3,15,
13250,2010-03-23 07:39:47,14.1417189041237,45.8728368945978,Cestarska bajta,10587,1,20,1,10,4,90,,10,,,,,,,,,64,,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13250"">Občina</a>",5,31,
13251,2010-03-31 10:51:08,15.346949447093,46.2461940764355,M24-Cerovec,11053,1,20,1,20,5,,,,,100,"<p>5 tovornih karoserij malih tovornjakov, gume,...</p>",32380,32381,32382,,,120,,,,2010-03-16,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13251"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13251"">Občina</a>",9,65,
13252,2010-03-23 07:42:43,15.3105842755309,45.8491868309213,Rabuda,10667,1,30,1,20,1.5,,,30,70,,<p>avtomobilski sedeži</p>,,,,,,119,1907,,,2010-03-19,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13252"">Občina</a>",7,47,
13253,2010-03-23 07:43:34,15.1938405374327,46.3097629907866,Kjumberg sedlo,10714,1,2,1,10,1,,,50,50,,,,,,,,190,1943,,,2010-03-03,2004,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13253"">Občina</a>",9,61,
13254,2010-03-23 07:45:56,15.3939149193026,46.2509105871377,M25-Dole-Trnovec,11053,2,100,1,40,5,20,10,20,50,,,32383,32384,,,,120,1908,,,2010-03-16,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13254"">Občina</a>",9,65,
13256,2010-03-23 07:57:58,15.5731896013872,46.1394056573359,Olimski log 2,10971,3,10,2,150,2.5,10,,60,30,,,,,,"<p>Na nasprotni strani ceste na pobočju je kup žice, samokolnica. Smetišče je obcesti Amon - Virštanj.</p>",,92,571,,,2010-03-17,2008,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13256"">Občina</a>",9,64,
13257,2010-04-04 12:25:20,14.3698905039348,46.2082584246608,Drulovka državno,11010,1,100,1,10,12,,,70,,,<p>Smeti.</p>,,,,,,52,1455,,,2010-03-23,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13257"">Občina</a>",3,17,
13258,2010-04-03 22:44:54,16.4136190832624,46.599838879035,BANUTA PRI LOGARNICI,10822,1,50,1,50,30,40,,60,,,,,,,,,59,1047,,,2010-03-05,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13258"">Občina</a>",13,85,
13259,2010-04-03 22:44:54,16.4076659695074,46.6002990092097,GENTEROVCI PRI URBARIJI,10822,1,50,1,20,10,50,10,30,10,,,,,,,,59,1047,,,2010-03-05,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13259"">Občina</a>",13,85,
13260,2010-04-03 22:44:54,16.4080844027081,46.6013374973316,GENTEROVCI PRI URBARIJI-2,10822,1,200,1,10,10,70,,30,,,,,,,,,59,1047,,,2010-03-05,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13260"">Občina</a>",13,85,
13261,2010-03-23 07:58:09,16.4089180601268,46.6032885529168,BANUTA,10822,1,200,1,10,10,100,,,,,,,,,,,59,,,,2010-03-05,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13261"">Občina</a>",13,85,
13262,2010-04-03 22:44:54,16.4043892806091,46.6053414190674,PRI GRAMOZNICI GENTEROVCI,10822,1,20,1,50,50,70,,10,10,10,,,,,,,59,1047,,,2010-03-05,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13262"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13262"">Občina</a>",13,85,
13263,2010-03-23 08:03:04,15.392225771997,46.2926092705183,M26-Straža na Gori,11053,2,300,2,15,5,,,30,70,,,32385,32386,,,,120,1908,,,2010-03-16,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13263"">Občina</a>",9,65,
13264,2010-03-23 08:07:28,14.115339042888,45.9299222029597,Pr Burnk - Novi Svet 0719,11091,2,150,3,25,20,20,10,10,50,10,"<p>Gume, deli avtomobila,...</p>",,,,<p>Smetišče je bilo ob popisu še pokrito s snegom in je opisano samo tisto karsem videl.</p>,,64,1824,,,2010-03-19,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13264"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13264"">Občina</a>",4,26,
13265,2010-03-25 08:33:18,14.4746500859935,46.2312544234474,odd.16,11021,1,1,1,0.1,0.1,,,,,,<p>vreče smeti. 50 m naprej žimnica.</p>,,,,,,12,,,,2010-02-03,2006,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13265"">Občina</a>",3,17,
13266,2010-04-22 07:11:41,15.3693702340999,46.255742422497,M27-bolnica Zima-Cerovec (nad avtocesto),11053,1,5,1,5,1,,,80,20,,,32387,32388,,,,120,1908,1,,2010-03-16,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13266"">Občina</a>",9,65,
13267,2010-03-23 08:12:42,15.7013318960114,46.237494149166,Nad Groseku,10971,3,120,2,100,5,,,80,20,,,,,,<p>Smetišče se nahaja v bližini stare hiše nad Groseku.</p>,,107,1883,,,2010-03-16,2006,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13267"">Občina</a>",9,64,
13270,2010-04-22 07:12:03,15.3726142003176,46.257873311804,"M28-Promož odd.37, ob avtocesti",11053,1,2010,1,30,3,30,,40,30,,,32389,32390,,,,120,1908,1,,2010-03-16,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13270"">Občina</a>",9,65,
13269,2010-03-23 08:12:57,14.4735280883322,46.2306374205563,odd.16,11021,1,1,1,3,1,,100,,,,,,,,,,12,,,,2010-02-03,2007,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13269"">Občina</a>",3,17,
13271,2010-03-23 14:34:13,14.1291497266534,45.9033817556544,Pri kasarni - Travni vrh 0719,11091,1,10,1,6,1,,,,,100,<p>Osebni avto</p>,,,,"<p>Pri nekdanji kasarni je že dalj časa parkiran avtomobil, ki je videti ševozen. <br/>Peljemo se po gozdni cesti v Travni vrh in edini odcep desno nas pripelje dokasarne.</p>",,64,,,,2009-12-24,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13271"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13271"">Občina</a>",4,26,
13272,2010-03-23 08:19:04,15.7002640314587,46.2532458322292,Plavčak (Tlake),10971,3,30,3,50,7,,,50,30,20,<p>4x različne pnevmatike.</p>,,,,<p>Smetišče se nahaje pod cesto k Plavčaku v jarku.</p>,,107,1883,,,2010-03-22,2006,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13272"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13272"">Občina</a>",9,64,
13273,2010-03-23 08:19:21,15.3694229821751,46.3011172093574,M29-Zg.Slemene,11053,1,2,2,5,1,20,20,20,40,,,32391,32392,,,,120,1908,,,2010-03-16,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13273"">Občina</a>",9,65,
13274,2010-04-04 00:07:02,15.8068127989814,46.5766175891841,mb52-014-črni les,10795,1,5,1,500,2,50,,40,,10,<p>pnevmatike</p>,,,,,,58,1029,,,2010-03-22,2000,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13274"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13274"">Občina</a>",12,81,
13275,2010-03-23 08:20:08,14.4773459427495,46.2299802408718,odd.8A,11021,1,200,1,10,5,90,,,,10,,,,,,,12,,,,2010-03-18,2009,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13275"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13275"">Občina</a>",3,17,
13276,2010-03-23 08:21:57,15.9621056386215,46.5664240260418,mb52-015-cerkvenjak1,10795,1,20,1,10,1.5,100,,,,,,,,,,,153,,,,2010-03-22,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13276"">Občina</a>",12,81,
13277,2010-04-22 07:13:12,15.3884495950563,46.2584912983522,M30-Confidenti,11053,1,100,1,2,0.5,,,80,20,,,32393,,,,,120,1908,1,,2010-03-17,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13277"">Občina</a>",9,65,
13278,2010-03-23 08:25:13,15.7099953198164,46.2633844047298,Strmec (cesta za Ženčaj),10971,3,10,3,50,2,,30,20,20,30,"<p>0,5 m3 salonitk.</p>",,,,<p>Smetišče se nahaja pod cesto za Ženčaj.</p>,,106,1881,,,2010-03-19,2006,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13278"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13278"">Občina</a>",9,64,
13279,2010-03-23 08:25:15,15.3750050007015,46.2695101675224,M31-Jarmovec,11053,1,30,1,10,2,,,,100,,,32394,,,,,120,1908,,,2010-03-17,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13279"">Občina</a>",9,65,
13280,2010-04-04 13:38:29,15.9445264846387,46.5431357196058,mb52-016-cerkvenjak2,10795,1,20,2,300,10,,,60,,40,"<p>salonitne plošče, pnevmatike</p>",,,,,,153,1758,,,2010-03-19,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13280"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13280"">Občina</a>",12,81,
13281,2010-04-04 13:38:29,15.9439617609043,46.55798956848,mb52-017-cerkvenjak3,10795,1,10,1,100,3,30,,70,,,,,,,,,153,1758,,,2010-03-19,2007,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13281"">Občina</a>",12,81,
13282,2010-04-04 13:40:06,14.492194366612,46.2029657405614,odd.3,11021,1,1,1,1,1,,,10,90,,,,,,,,12,1755,,,2010-03-17,2006,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13282"">Občina</a>",3,17,
13283,2010-03-23 08:30:03,15.4146892773055,46.2202425511567,M32-nad kmetijsko šolo Šentjur,11053,2,250,2,200,20,20,10,30,30,10,,32395,32396,32397,,,120,1357,,,2010-03-17,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=13283"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=13283"">Občina</a>",9,65,
